,BCL6,CBFB,CEBPB,CEBPD,EGR2,ELK1,ETS1,FLI1,FOS,FOSB,HOXA10,HOXA13,IRF8,JUN,KLF10,KLF13,LMO2,MAFB,MYB,MYEF2,NFATC1,NFATC2,NFE2L1,NFYA,NFYC,PPARD,PPARG,PRDM1,RREB1,RUNX1,RXRB,SMAD3,SMAD4,SNAI1,SNAI3,SP3,SPI1,SPIB,STAT1,TCF3,TCFL5,TFPT,TRIM28,UHRF1,VDR
48-92,21.3030663,10.3318694,18.2314501,11.5175369,16.2783366,10.7844351,11.4933138,12.8843257,12.6844395,3.8810772,15.0858012,3.8810772,3.8810772,13.8196973,12.6651363,19.4920261,17.4477182,13.7367999,8.8701682,3.8810772,3.8810772,3.8810772,14.7995886,14.4650186,15.9001129,15.7405712,43.0187155,14.0462984,12.9957143,15.9722641,14.6847159,10.3292226,11.2160218,12.3262545,13.1684727,15.2734692,18.2290406,3.8810772,10.7232937,9.9379939,8.7748586,10.9085331,11.0026594,8.8185243,7.0155531
48-93,34.3506568,12.8018095,17.7483422,7.7408573,18.2465641,3.9897585,11.4757991,14.4957728,18.901205,3.9897585,11.2181865,14.5040311,3.9897585,21.6656425,29.2237641,18.1126962,16.9432399,39.4710703,5.1018861,9.978519,3.9897585,11.320583,3.9897585,16.3614955,20.7096076,25.6131258,30.0890198,11.6283487,14.7347614,13.6945368,14.9784108,3.9897585,10.5621999,18.4401702,11.7310502,14.8502016,23.3813989,3.9897585,11.122285,3.9897585,11.6983733,11.1294085,16.0508442,3.9897585,11.1311107
48-94,15.8067211,9.3619971,11.0432727,11.9480392,13.3889122,8.9239172,4.0635887,11.843759,20.4327516,4.0635887,11.5653029,4.0635887,4.0635887,9.6316556,20.5044087,14.3914904,17.3579092,26.3154054,4.0635887,4.0635887,4.0635887,8.2202954,4.0635887,15.9226455,18.9589754,12.4472952,22.4042148,10.0708762,14.0943029,14.4716899,9.7074393,10.128273,10.3255817,13.8008258,4.0635887,10.5730134,16.0041701,4.0635887,11.145039,4.0635887,8.2950007,8.2962901,12.6601776,4.0635887,9.5318382
48-95,18.8650184,9.0424291,8.9607991,10.664198,16.5193445,8.778324,11.1994091,11.1854548,15.1581429,3.6916083,10.5203236,10.4587244,11.6837179,11.2400497,16.1096749,11.6991767,19.6118481,17.5457047,8.1648659,10.276031,8.2250938,9.9984207,7.0643899,16.98931,17.5621998,13.0552513,19.3112926,11.6461287,13.4533814,12.2658584,11.8731767,10.5784049,10.9264122,10.0347795,13.5426062,12.9933761,19.0085919,9.8051227,13.0334406,12.1226412,8.7096923,9.5787099,13.6580291,17.3738599,8.368375
48-96,10.5871516,9.1456692,12.0620209,11.2584189,3.7535852,8.4282041,6.237123,11.5065538,11.4234306,3.7535852,14.4339236,8.2408936,12.2864733,15.3075742,11.5276886,14.5340256,18.9902713,11.6798162,11.1212726,10.3677934,3.7535852,10.9166059,10.5385868,11.5600493,15.6529686,13.2741493,13.327059,12.2734996,14.6119204,17.8169853,13.5931072,9.867577,10.7216485,10.7819746,3.7535852,14.7868068,16.116667,12.1782297,12.5930083,12.3031856,7.8274748,8.317324,11.259399,16.0890731,8.4782697
48-97,15.5388454,9.9755052,14.2434754,11.7133674,24.8410301,8.4713028,6.8958606,14.2873958,13.0902936,3.9129715,14.4719817,11.5905961,10.8473947,19.7880298,17.7010101,18.3621136,18.2120954,13.3356599,7.1828858,11.7424785,3.9129715,3.9129715,13.055536,19.3496139,18.1499787,13.2291474,15.1171386,15.7895817,15.5973768,15.4116815,13.2914344,3.9129715,10.8521944,3.9129715,13.6859466,15.7361066,18.7128428,3.9129715,11.3473992,14.3275859,8.626043,10.2990566,11.2741518,12.2119909,8.5183161
48-98,24.5082869,9.0240424,12.9301738,8.936047,16.6977161,3.9144405,11.5166416,11.6935507,12.9534748,3.9144405,9.2453969,3.9144405,3.9144405,15.3473332,17.7436455,13.0617039,11.8131742,35.2096949,6.0154399,3.9144405,3.9144405,8.9009788,11.7296686,13.5792549,15.5575616,18.3414167,27.203942,14.1236704,14.5789497,17.8321231,11.5701632,3.9144405,10.7236355,3.9144405,3.9144405,12.1659482,19.1332326,3.9144405,10.4644132,11.5397176,9.9761288,9.3089016,13.7016981,3.9144405,3.9144405
48-99,16.4618244,8.9595459,11.6370488,11.7718074,10.9322575,4.0209901,7.0918719,11.8931791,15.336757,4.0209901,11.043992,8.6695433,13.7789842,9.8260638,19.7699638,14.8762017,17.4543625,13.673496,9.7080826,9.8840416,4.0209901,10.2978272,10.5688485,13.7534617,16.3096778,16.3896049,15.2167726,13.3633859,14.5853977,18.3900687,10.3065512,10.137309,11.2650242,13.2646535,13.1222761,11.6325084,17.3598676,4.0209901,13.3285061,13.0914102,9.9392658,9.1586219,14.5257535,20.8866353,8.1810299
48-100,21.4655176,13.8660811,4.1128374,9.3812509,12.0498787,11.6590989,11.8470781,13.4748592,19.9394833,4.1128374,4.1128374,4.1128374,4.1128374,12.9423935,12.9555846,12.801854,24.0334243,28.9348966,6.3939472,4.1128374,4.1128374,9.5985089,12.088863,18.4068987,22.8493692,20.8961309,24.8208084,10.0030502,15.1830871,13.6009615,18.0690785,4.1128374,11.9032245,10.0348775,15.278084,13.2784939,17.009198,4.1128374,12.5348213,11.7814251,10.0592976,10.8436306,15.5395656,4.1128374,8.7289922
48-101,28.0953766,8.4175429,8.3489301,10.1829031,16.8156856,3.9197951,9.093598,11.9880339,16.0492884,3.9197951,11.6197153,3.9197951,3.9197951,17.8268231,19.3778846,11.7986881,20.9287081,36.6059171,7.14851,11.3750212,3.9197951,11.789131,9.8537255,12.6742091,18.6682894,21.868743,28.9726653,12.4554686,11.9870775,12.8385275,12.0798688,8.7885001,10.9065991,9.060221,12.2216455,12.998366,17.0401971,3.9197951,13.0958512,11.6078502,8.9898304,8.2270246,14.6545604,12.230205,7.6868801
48-102,25.4908145,10.3211821,14.4133043,11.792768,14.4360269,3.7718434,7.2756973,13.2792268,18.5746225,3.7718434,9.8062278,3.7718434,9.8885986,16.1929908,13.3952889,10.4323444,22.1951292,21.6343239,8.8371782,9.0591862,3.7718434,9.5242978,9.1234476,15.3756781,18.4943461,17.8347112,26.3716466,10.913823,12.2684098,16.986326,10.5754121,10.9527462,10.361567,9.9194288,11.7386434,12.7567285,17.0390066,3.7718434,14.4363523,11.2287632,9.182347,8.9556208,14.5086047,9.8635986,8.7822435
48-103,28.74835,8.2732362,17.819576,12.2175104,14.1224148,4.0562205,11.1706478,14.0107933,14.4440496,4.0562205,16.0278695,4.0562205,11.3476416,21.7522408,19.7342548,21.7686613,13.4568795,21.5109749,6.9394625,13.4369206,4.0562205,4.0562205,13.0920781,18.3266281,19.529655,18.31231,36.5000499,15.4333309,16.0723842,15.1931681,15.4705093,4.0562205,11.545094,4.0562205,4.0562205,14.7416839,23.0874158,4.0562205,8.908986,7.8755742,4.0562205,13.7030966,11.0073549,11.2475301,4.0562205
48-104,16.250452,10.3432841,16.0460273,12.5067575,25.8668361,4.0351325,9.223163,12.526072,9.4903583,4.0351325,13.2776545,12.1094238,4.0351325,22.3719471,18.9321188,18.1914661,15.6159928,15.4229702,7.6133126,4.0351325,9.3206526,4.0351325,14.4734018,17.7112488,19.3757759,19.2405557,12.5325273,18.0483921,15.8104521,18.4138105,15.3776655,4.0351325,11.1555952,4.0351325,4.0351325,16.5683748,13.990572,4.0351325,11.7089038,13.4229059,10.2762151,11.8668432,14.2164501,16.7310289,11.2829107
48-105,42.8279815,10.7937316,13.327412,9.7972716,16.6517206,4.1052381,8.807039,12.8871523,10.5049964,4.1052381,4.1052381,4.1052381,4.1052381,15.1295969,12.5291291,13.1916627,13.7096925,19.3513292,8.0882648,4.1052381,8.1740338,12.6355176,11.0272839,17.658713,18.7095962,15.5205679,33.6188354,12.7878885,15.938429,12.7231237,16.9064066,10.2379578,12.9506335,11.1959556,12.3601547,15.2859607,18.7120089,4.1052381,10.9342557,4.1052381,4.1052381,7.6302218,12.1619602,12.5015308,4.1052381
48-106,16.9464327,10.1472841,12.6431471,9.855646,10.9375052,3.9134896,9.2923512,10.7217534,17.8410355,3.9134896,12.1446469,3.9134896,3.9134896,15.6831539,17.8255373,16.555796,25.7905672,12.3261184,8.0654593,10.3570827,3.9134896,3.9134896,11.7597218,15.7728051,17.7810303,13.0082507,16.7315149,3.9134896,13.5859645,9.6048867,10.6759608,3.9134896,10.4826313,10.6976211,23.7937797,13.9587065,12.9863982,9.2186065,12.1049059,9.5214407,10.2207136,9.9568907,16.7622181,22.6431357,8.5455561
48-107,17.616935,9.4160645,9.9254619,9.3230339,13.6171412,3.8265765,8.0409484,11.5008945,13.6890528,3.8265765,10.0445046,3.8265765,14.0216041,14.5921266,13.0392095,12.6066517,21.1357044,15.4130522,10.6665453,11.4035669,6.6907985,7.9837238,13.7586181,18.155486,19.4899613,13.2357831,15.1500078,10.4629375,17.5112687,17.3975694,10.0568171,10.0623483,9.9967536,11.2926342,13.9306757,13.1112151,17.1551926,3.8265765,14.6263671,10.8771879,7.3214101,7.4467373,13.0045458,15.115362,9.5290773
48-108,23.1354057,8.3882295,11.9978211,10.6685592,31.4794342,9.2982652,11.2551036,12.0012316,11.4998193,3.752578,13.2882499,3.752578,8.1516414,14.3048481,18.0985929,13.9601685,16.0111873,12.1777879,3.752578,10.8782143,6.5317661,3.752578,11.7853362,14.0571534,15.849778,16.7828136,18.3517156,12.7830758,13.4664864,13.124466,12.1360517,8.9435989,10.5138941,8.7239589,18.4419043,13.9632857,19.0339571,3.752578,10.7677316,11.4605579,7.5755172,10.0600636,10.7014621,10.9651294,7.3959122
48-109,22.2962819,4.4989847,9.9594823,9.8596279,17.3612149,4.4989847,4.4989847,9.246348,4.4989847,4.4989847,4.4989847,4.4989847,16.2361663,15.1688082,15.0552346,17.447004,23.4795068,22.1537487,6.8100042,4.4989847,4.4989847,4.4989847,15.0425962,4.4989847,15.2488912,13.9178637,4.4989847,12.5174479,14.0109422,13.8222751,12.7758226,4.4989847,9.6173369,4.4989847,4.4989847,11.1746198,16.351206,6.1592818,9.9857073,9.76998,9.6225662,11.6165729,9.9205306,4.4989847,4.4989847
48-110,24.8259831,9.348707,9.8549499,9.122691,20.9907258,3.6958801,11.3144602,12.000186,12.9593794,3.6958801,9.5211493,8.9680522,9.8051508,16.5959449,16.9021887,12.5311032,18.2473868,20.3587433,7.7919282,8.6277774,3.6958801,9.580263,10.40352,16.8714354,17.2337186,13.4335365,22.2003644,12.6008033,15.1655111,13.5492779,11.052064,10.6274845,10.1167588,9.1614653,26.8129603,12.4991141,19.3981848,6.4430036,12.3445147,8.7775078,8.3576726,8.9340685,13.5489967,11.0957229,5.7333479
48-111,26.3790056,9.2468699,10.6647945,10.7571914,18.3830741,8.0661014,11.9530255,11.7085408,16.9188561,3.6004731,9.158734,9.4920342,9.2754469,16.025675,16.7329812,13.2886012,22.8863728,30.280124,7.4712483,10.881544,7.8197529,11.1478301,10.1535998,15.7918573,18.4286066,16.1379065,21.1144369,12.3919558,14.5382861,15.5075953,11.9801042,10.4715192,9.2484079,12.122492,12.7020338,13.6123625,21.2977765,9.8505222,12.9610962,10.3584382,8.2447193,9.3895614,12.3807787,10.7835703,8.8072705
