,BCL6,CBFB,CEBPB,CEBPD,EGR2,ELK1,ETS1,FLI1,FOS,FOSB,HOXA10,HOXA13,IRF8,JUN,KLF10,KLF13,LMO2,MAFB,MYB,MYEF2,NFATC1,NFATC2,NFE2L1,NFYA,NFYC,PPARD,PPARG,PRDM1,RREB1,RUNX1,RXRB,SMAD3,SMAD4,SNAI1,SNAI3,SP3,SPI1,SPIB,STAT1,TCF3,TCFL5,TFPT,TRIM28,UHRF1,VDR
1-118,8.8281558,11.3869955,14.611962,8.0021001,17.5870622,3.9457847,10.0647467,11.2028774,17.7505444,3.9457847,12.0154339,3.9457847,11.0833969,11.474501,46.9497388,17.8475674,17.3354764,19.6217986,11.0086564,11.6732672,9.0926359,13.8691606,13.0591821,18.7822584,18.5002742,11.1405492,10.4573962,3.9457847,20.1824382,16.4846029,11.229629,11.4476026,11.2224533,11.6412978,29.7076257,13.0947831,14.984431,12.9548678,12.1333391,11.2339555,3.9457847,3.9457847,16.8543145,15.4892794,3.9457847
1-119,10.0720199,8.550397,12.12687,12.6650793,17.0027662,3.963044,6.6877045,12.730155,23.7106841,13.448297,8.1372137,8.940201,11.8579858,15.7048894,32.8361524,13.8383135,26.9919766,12.1580481,11.4750048,14.5286647,3.963044,15.0166694,11.0033717,24.6197051,14.43081,12.1107021,3.963044,3.963044,21.6600088,20.5777284,11.2511631,11.964701,10.0955176,16.217859,3.963044,19.3256555,26.2980781,6.0835767,14.1955305,11.5182054,8.8587174,7.5750124,17.8470007,20.6619119,3.963044
1-120,11.627728,9.4636707,11.5431175,11.4038468,15.853317,9.9954909,3.7638057,10.9288211,15.8082246,3.7638057,10.0544339,9.1419731,13.8962534,3.7638057,27.7596518,12.5916171,16.7030506,9.1606635,10.1329248,11.4625355,3.7638057,10.4644543,12.5967724,17.0105885,16.8384765,11.1261193,12.3492156,7.0599599,17.9208279,18.6429786,11.0733718,10.5043896,11.0943772,3.7638057,3.7638057,14.1499431,17.2557647,3.7638057,11.3074518,13.7261984,9.0267461,9.7014654,15.7978638,14.3023098,9.2159735
1-Jun,16.2513181,10.1068031,11.5491193,11.4812057,14.3960335,3.9058207,3.9058207,7.4511216,14.0468195,3.9058207,8.6402114,3.9058207,12.3456445,8.7150167,13.4697987,10.3339735,15.6507368,19.5599397,10.2068829,3.9058207,9.0223298,10.4428386,9.3299631,18.4430452,16.3258504,14.471396,11.7375867,10.5790457,19.469845,16.8532758,9.7620621,7.7733617,9.4299719,3.9058207,3.9058207,10.9652518,17.0776064,3.9058207,11.8517042,12.1545979,7.9432289,8.0523544,12.7414076,12.5470236,7.6378093
2-Jun,15.89088,10.8234361,4.0971859,8.1548792,33.737452,4.0971859,7.0692572,12.0927449,4.0971859,4.0971859,4.0971859,4.0971859,4.0971859,10.460366,13.2445294,14.2650491,13.6200447,17.1130267,7.538987,8.7035819,10.795598,4.0971859,13.2444019,18.4057457,13.698639,12.380887,23.7477373,20.6196901,15.4325827,20.6866048,14.1148749,4.0971859,4.0971859,10.5609083,4.0971859,11.4323787,20.1342343,4.0971859,10.4529231,11.1327369,4.0971859,9.9983516,11.3218314,4.0971859,9.6153132
3-Jun,15.2594318,11.836425,8.753741,9.659409,34.9766227,3.757128,7.8587147,11.7019867,12.4008535,3.757128,8.3424857,9.85526,3.757128,10.6081432,14.0643713,10.8447848,18.697934,12.3664582,10.2663372,3.757128,8.755183,12.382534,12.0826577,19.4231067,15.2603195,15.2170276,12.8368639,3.757128,15.0687032,16.0103143,11.3597412,9.8985454,11.822959,3.757128,3.757128,14.0153216,19.1843692,5.7487315,11.7327827,9.9242845,8.6811096,3.757128,14.0023052,12.5144749,9.6033656
4-Jun,18.6345346,12.0052107,11.2530769,8.8390538,31.1630337,3.8304659,9.6747681,12.3552739,11.8980339,3.8304659,9.8328584,3.8304659,10.7993281,3.8304659,12.7527304,13.6008097,17.5975104,12.6918934,9.9747944,8.5734063,10.4149882,9.676958,12.9838594,16.5253126,19.2884234,13.5961604,3.8304659,11.4110053,14.3965133,15.2035535,9.3184759,8.4464584,11.6617006,9.4099473,3.8304659,14.6291794,18.0912246,3.8304659,11.9104441,3.8304659,9.9260154,3.8304659,15.1661382,10.3058916,3.8304659
5-Jun,18.8145015,11.1982676,9.084735,11.3956841,17.5784902,3.7436227,10.570826,13.2529743,12.2232847,3.7436227,10.1243883,9.200493,10.7716579,3.7436227,10.716784,11.9160292,20.8406094,20.3613105,9.6709467,11.8217423,9.5740043,13.6001935,11.8554158,16.1917637,15.3057139,14.4228986,16.1703055,10.6211708,15.2897291,18.2671338,13.0105483,10.0630592,11.0352814,7.2160613,3.7436227,14.752021,19.8542119,9.8659128,11.9030454,12.9989978,8.8516886,3.7436227,14.5297379,11.1761006,9.356155
6-Jun,13.6974651,11.5545738,8.5299098,12.1558226,14.6120781,10.9116738,8.3530112,11.0423205,11.2017307,7.072905,7.2816227,10.3555247,12.8815808,3.7417655,12.3590668,11.5918687,16.4050264,15.764351,9.2289162,12.6589358,6.8118072,10.0369909,11.0101881,14.3898219,15.1093332,15.5358837,11.6485395,3.7417655,17.1316867,18.5971233,9.5761654,3.7417655,9.5155594,8.711815,10.6528576,11.9468867,17.056363,3.7417655,11.3706001,13.2417524,6.7205089,9.9594755,10.6984387,10.3070684,7.4550689
7-Jun,17.1443714,9.8780501,9.8864437,12.0004725,18.1267678,9.5489212,3.8089585,10.5182531,12.3514677,3.8089585,9.4372613,3.8089585,3.8089585,8.3774969,16.378679,11.330662,17.5907651,18.6283605,7.8233765,14.4438059,6.8673289,3.8089585,12.0388412,15.5529762,15.2729105,15.8850382,13.3220266,10.9916942,18.1970811,18.9497703,11.3741681,11.3760408,9.7402069,10.2109836,10.5884833,13.523406,21.0420759,10.1389175,11.6074226,14.7583079,8.0557037,7.8934405,10.9965561,12.4797206,8.2143531
8-Jun,18.7127879,10.9361522,9.0139849,10.2353974,17.6804609,10.4305747,6.9137198,10.1009019,16.0665512,3.8529552,3.8529552,9.1746193,3.8529552,8.6236505,11.5481705,9.5359822,19.6676737,21.1166455,8.1953021,10.3971304,8.0944928,12.5593874,11.7018013,16.6119426,12.2208347,14.1618045,14.6080704,11.5741702,15.5650545,16.6685324,12.4402005,10.1110921,9.9309645,3.8529552,3.8529552,12.778608,21.9867935,3.8529552,9.1905305,13.1453974,7.0470907,3.8529552,10.9038809,3.8529552,10.2389919
9-Jun,21.5687765,7.9406448,3.946,9.9152461,28.6000368,3.946,6.523858,9.8536609,11.2405581,3.946,9.8020735,8.2899481,10.7744046,9.7679004,16.4305616,11.2781752,12.5569488,11.1889255,7.1803049,10.6627188,8.0137784,11.0549328,13.4264317,16.1395329,13.5799222,10.6790653,16.595681,13.3144137,17.4321753,12.6390097,3.946,8.8689287,11.2172361,7.9763837,15.2469219,10.0098803,16.7353546,11.6527114,10.5812023,11.022377,3.946,3.946,10.8338424,13.7515865,8.4690004
10-Jun,64.1910993,12.0218862,11.9144178,11.5413564,42.5422163,4.0295175,8.4726871,4.0295175,15.2698016,4.0295175,11.8049187,4.0295175,11.5350702,10.6037849,19.4554921,13.2386591,16.5928402,26.056376,8.9720795,4.0295175,9.5944787,10.8294301,4.0295175,16.2529839,16.5963134,14.0203022,23.0620878,4.0295175,18.4890824,20.723601,11.2102261,4.0295175,9.7078727,4.0295175,12.4681603,9.7090881,23.6036322,4.0295175,9.756494,9.7439274,7.3610102,7.9378567,12.4349999,4.0295175,8.1784243
11-Jun,19.1192667,10.5998294,7.8973681,10.9351403,27.1058233,3.827885,8.1826412,11.6404595,20.5181591,11.2813926,3.827885,3.827885,10.1505725,14.7268345,13.8359409,10.1253303,18.7480786,16.7686056,8.3449849,10.1977762,3.827885,11.0114952,11.7249954,14.1054241,13.2546225,13.4419143,18.2074626,10.8385939,13.8337397,16.9154431,10.3637534,9.75197,10.897538,10.5539726,3.827885,12.2211905,19.3063258,3.827885,11.4573328,8.9724846,9.3136284,3.827885,11.9375367,7.5181837,10.0831948
12-Jun,9.5235018,11.9202806,8.0475053,11.7673395,27.3786178,3.7730861,6.9140226,8.9900286,10.4554998,3.7730861,10.9148484,10.5177584,10.709872,8.9439939,11.3424501,9.6185391,14.9537,15.8624089,10.6111524,3.7730861,7.4150023,12.5712135,12.9979281,16.4969662,16.5795627,13.4679721,15.5079597,3.7730861,12.0016698,17.6057934,9.8749322,9.2536634,12.1846361,11.0561665,3.7730861,16.7761244,18.7082056,3.7730861,11.4961769,14.5263452,8.8120263,8.16675,16.8249138,12.0234548,8.9802831
13-Jun,17.3998914,10.3088483,6.1686726,9.679426,16.7840851,3.9758542,6.9301915,3.9758542,12.6742296,3.9758542,10.4494167,10.0712177,12.9783277,9.280175,12.4685747,10.6283917,22.8725474,12.8942389,10.3444354,9.5356844,9.714392,10.4703563,13.3202566,15.0275169,19.4254466,13.100896,3.9758542,17.0797623,20.0614029,17.7069419,13.0192115,3.9758542,9.9186219,3.9758542,3.9758542,10.0684983,16.3940746,3.9758542,14.051031,11.8871202,3.9758542,7.7388392,13.7631243,15.4225916,9.8779916
14-Jun,11.5432016,11.4661225,9.5226304,11.3672332,36.5939216,9.9993262,5.0512898,11.3331211,11.4647988,3.83182,11.7626211,10.3426533,12.1656869,3.83182,13.9915615,12.6213828,17.7928237,16.4584142,13.1134014,3.83182,8.4785735,10.4415494,9.0486842,16.3644861,12.7134638,16.938301,11.7630209,12.8391949,15.2985665,19.889244,11.8882228,3.83182,11.5716964,3.83182,3.83182,15.9599281,17.280265,3.83182,13.580505,12.2327321,9.8576598,8.7348767,13.8963093,9.5060557,3.83182
15-Jun,4.5301241,11.8697024,35.1732504,33.2937206,26.007514,4.5301241,4.5301241,4.5301241,18.4747571,4.5301241,23.7586777,21.350804,4.5301241,42.3127854,28.8377281,37.1120731,21.968591,30.235,6.7112322,16.9914133,9.8256971,4.5301241,4.5301241,14.5717344,4.5301241,4.5301241,4.5301241,26.53964,4.5301241,18.0317399,17.0965393,4.5301241,11.3918491,30.6392127,4.5301241,4.5301241,22.1211564,13.0643093,9.2737013,4.5301241,4.5301241,14.3774866,13.6174002,4.5301241,4.5301241
16-Jun,13.8789925,13.7968416,11.1426096,10.2571734,28.0277752,3.6237427,10.0094586,12.4937383,15.0466147,7.0000604,10.8705493,11.7993076,10.4254077,10.8227992,15.8484127,13.0273066,18.7645683,19.3470504,10.794672,13.8389113,9.0855236,12.0892544,12.942679,21.1302,15.93074,14.6631157,13.5552091,8.4141652,15.5764798,17.2521494,13.8062272,10.0255999,11.5819756,12.089483,13.3018697,14.8506963,16.1699062,9.21158,11.8385681,12.7511183,9.6845359,3.6237427,16.1369881,12.0262834,10.25484
17-Jun,22.2916225,9.5043606,3.9277914,8.3992494,23.2136384,3.9277914,3.9277914,3.9277914,12.2429,3.9277914,3.9277914,10.5389238,3.9277914,11.8472318,10.0565833,12.2040735,18.4459297,20.9637493,8.2583678,3.9277914,3.9277914,3.9277914,3.9277914,19.7199444,15.1304009,17.2643767,11.8848229,16.0049338,12.9972994,17.1154912,12.577801,10.4023178,10.7609508,10.0223171,3.9277914,10.4888272,22.8219591,3.9277914,13.7279469,9.1527101,7.5495661,7.6667865,13.5171997,3.9277914,8.0263768
18-Jun,27.9828492,10.3809422,8.3192314,16.7062769,39.2288433,4.0044653,7.3942661,8.6096839,13.3524323,4.0044653,4.0044653,4.0044653,10.4104776,4.0044653,19.0098957,13.0534589,14.4871875,29.7059329,7.7434398,4.0044653,8.5276334,12.9175259,4.0044653,14.4749689,14.4720605,11.4741078,18.132431,15.5395565,13.3850845,18.2618766,11.9723204,4.0044653,10.3394236,4.0044653,4.0044653,11.8309243,18.0426796,4.0044653,11.2073892,11.5753167,8.6665454,4.0044653,9.6023735,4.0044653,7.9431513
19-Jun,20.8532778,14.6220954,11.1663938,12.7904454,25.6090092,10.3437414,3.8384825,12.2121766,16.1832778,8.3124041,10.8410776,9.7142292,3.8384825,14.8908024,21.1414741,13.4472816,18.644853,24.75903,9.133406,13.395059,9.7780635,15.4566116,12.4003233,20.3070324,15.5512322,14.8391983,14.0965404,14.5335192,15.3358436,16.0929113,10.8908239,3.8384825,9.7459907,12.8456091,11.2157008,15.9942778,19.3964818,11.1202062,11.2236691,12.7577142,9.4771772,9.2385052,15.0843913,12.5001185,7.8039479
20-Jun,22.8814123,10.5637807,11.0889401,11.6834534,28.7398631,9.9079917,3.8063805,11.1731711,20.2990556,10.0719247,9.0075345,8.109329,3.8063805,13.0030774,14.9381635,15.0561297,16.1863702,34.8807928,8.746334,10.3653565,9.4024112,14.2770726,9.6431581,15.3871252,12.3863221,18.3098079,20.3784323,12.8141695,15.4257565,16.6407645,13.2562683,3.8063805,11.1383386,11.1256381,11.9512246,13.2559848,20.6454703,11.7000569,10.7893422,12.0056291,6.8831646,3.8063805,13.9683665,9.307387,11.2366194
21-Jun,18.4707791,12.2628245,3.9317498,11.9743738,22.6110537,3.9317498,3.9317498,3.9317498,13.8523425,3.9317498,12.1973258,12.1804348,3.9317498,3.9317498,12.4071914,10.8889024,15.6808235,15.6125431,9.792855,16.1566564,10.4850219,8.6504386,12.5808428,16.3104959,19.5911867,18.5488288,3.9317498,15.0459793,16.0630548,16.0079452,11.0323561,3.9317498,11.5675692,12.9526899,3.9317498,14.9898895,20.9141267,3.9317498,12.2312769,14.4964228,11.2057962,7.4587609,14.0124972,3.9317498,10.4320412
22-Jun,3.7270691,10.2860128,3.7270691,8.6347882,11.6502353,3.7270691,8.5774825,9.8875481,10.4313744,3.7270691,8.5890188,11.1891898,8.7405947,8.7124582,11.6319688,11.5612546,13.3090385,11.7794935,8.5504764,9.6436758,7.232487,11.1003208,13.5827394,17.3217718,12.203054,11.5943751,11.0151095,10.6275644,11.1320219,15.9408528,10.848071,6.3599027,10.7409562,9.2972742,3.7270691,13.2901277,15.2651949,3.7270691,12.4771297,9.5927212,9.1478624,3.7270691,12.9972372,13.2587911,6.3579265
23-Jun,13.5746852,10.3521918,3.976965,12.1393145,17.8057584,3.976965,8.5988867,10.7040372,10.3853128,3.976965,3.976965,9.5419791,3.976965,3.976965,9.0445275,11.4108274,13.6771819,36.6127141,7.5345977,3.976965,8.4428326,10.9188007,9.5668531,12.5561991,12.0387056,12.0650845,18.3662615,13.4485862,15.8612434,13.9966472,12.2855398,3.976965,10.9658859,11.1713235,14.696422,9.4510878,22.2632836,3.976965,10.498562,10.207818,5.9086011,3.976965,10.3890102,3.976965,9.2727873
24-Jun,16.8832483,8.8760143,3.9270425,12.6095284,22.9350356,10.4076657,6.7871059,11.355584,10.0868112,3.9270425,10.6939115,13.7792566,3.9270425,8.3013534,13.0156095,10.9526931,14.4367638,19.6492041,6.7091558,8.8547797,8.5879079,11.3003325,10.270143,17.1866396,14.4632723,14.9442078,19.4000145,19.8700809,16.7029936,16.9049139,13.0758987,3.9270425,10.9396381,9.3029496,21.7590656,9.9046372,28.4967027,3.9270425,9.9766085,10.4780502,6.7035272,9.8258862,13.1419423,3.9270425,8.30763
25-Jun,17.3150939,11.2380698,10.5644106,12.3995871,20.6097868,3.8957349,3.8957349,9.8594992,13.2615368,3.8957349,3.8957349,3.8957349,12.2867227,3.8957349,16.2417274,12.275369,16.0258823,18.5230197,8.6792568,3.8957349,3.8957349,11.9825964,10.1161205,15.773589,14.7631837,17.0784122,13.6002655,15.1389874,16.1678892,17.0883926,15.991476,10.9102358,8.7428123,8.6484949,3.8957349,10.3901399,19.3376558,9.7422581,12.4273578,12.008592,3.8957349,7.7112631,11.9437178,13.124841,9.6568639
26-Jun,21.078809,13.3253066,10.4280088,10.6884577,23.3090457,11.4233374,9.4090108,9.2785314,11.3247805,3.7222922,11.3376684,11.4622762,3.7222922,3.7222922,12.1272863,11.8256918,11.1999268,19.7133271,8.7698604,3.7222922,6.8504912,3.7222922,10.9303121,16.8288495,13.4097434,12.4837455,17.5013011,13.0610969,17.0198988,15.9786153,10.6266727,3.7222922,10.4731856,8.849865,13.034415,13.2601439,15.2586023,3.7222922,11.0751553,9.5490238,6.580738,7.9814009,11.4264843,3.7222922,8.4954651
27-Jun,19.7795822,14.4077763,11.2465923,12.9082468,16.9433749,3.7666493,9.326019,3.7666493,12.5673221,3.7666493,10.3055453,3.7666493,3.7666493,10.7295227,21.5954726,14.175838,18.1147835,26.0847866,9.0682287,3.7666493,3.7666493,14.7036394,13.1445639,19.9364018,17.1147747,13.4394495,22.6294299,12.0999364,16.8277197,19.9147571,10.2865391,14.260199,10.6715288,12.9359524,22.1671307,14.0544912,19.8083702,3.7666493,12.9598906,16.1137798,9.7320527,10.2754171,14.6020414,3.7666493,8.9076741
28-Jun,26.6361411,11.4923007,9.0160483,18.1116919,16.0819111,9.3365244,8.4742966,11.4755204,13.1819714,3.6962279,9.8072635,9.1712524,11.8896575,3.6962279,14.3889973,9.8040437,16.5897091,27.7975044,11.0652005,10.7772474,7.8940431,11.9763303,9.4624069,14.645746,15.0413332,14.5083765,22.6554389,11.1010288,18.2958627,20.0619081,10.0985205,9.1004113,10.8900353,8.6626039,3.6962279,14.8487966,23.3290397,3.6962279,13.7502904,15.3864677,9.7680473,10.328347,15.6909442,10.1755161,8.6191475
29-Jun,17.6189305,10.8074826,8.5220514,10.0850161,23.4601648,3.7698694,8.3934883,10.7432128,11.371787,3.7698694,10.580456,10.3018471,10.5832972,7.5467905,12.7378038,12.6820966,20.3606655,18.5095749,9.7366594,11.9360086,3.7698694,12.5588518,13.2693147,18.5004057,14.063667,14.7254229,16.7193444,10.5234963,13.0432576,17.3924443,10.6020303,8.3606421,10.9433122,7.9288736,12.0378258,15.1647426,18.1060575,3.7698694,10.8789695,10.2251461,7.6509711,3.7698694,12.9020692,12.4094702,8.0991907
30-Jun,25.6248428,11.2931898,9.4209845,10.9813673,20.0069747,3.9193463,8.3030478,10.8702564,14.841481,3.9193463,9.8056503,3.9193463,3.9193463,3.9193463,13.7177165,11.4355629,21.3682614,27.135417,9.6365344,12.4150445,3.9193463,11.4556125,12.2521438,19.6608702,17.3492377,17.8181617,17.7204887,10.9080747,13.4336822,19.16097,11.5076274,3.9193463,10.8613143,12.0311336,3.9193463,15.5275828,20.9165406,3.9193463,10.8679606,12.661335,9.6206208,3.9193463,13.5082684,9.3882731,9.8100721
Jun-31,16.195576,10.7342231,9.5948548,10.9402461,16.909373,3.7297671,8.0586762,10.6399672,14.5620784,3.7297671,10.0584448,9.6611698,3.7297671,3.7297671,13.4360788,13.18919,17.540003,21.9118944,10.4236954,9.4243985,3.7297671,11.0879316,13.8650988,15.4315265,13.7292677,13.4534282,20.4580073,8.741137,14.9866806,16.0558672,11.2564975,9.0855952,10.5879078,10.4472935,3.7297671,13.4677742,19.6807081,8.3271465,10.1506948,11.6917459,7.377687,3.7297671,14.1893645,10.6688352,9.098814
Jun-32,19.8312605,10.8148372,9.7399156,11.3020898,29.4807817,4.0159329,8.0798805,9.3373969,15.9900733,4.0159329,4.0159329,4.0159329,4.0159329,4.0159329,16.3701109,11.4535856,20.1315603,22.4368635,7.0497672,4.0159329,4.0159329,12.3951968,11.1272482,14.786404,14.7099277,10.916209,31.2716585,12.0846274,14.2577383,15.6253494,11.4622593,4.0159329,9.3454432,13.2002524,4.0159329,9.2528065,23.0639257,4.0159329,12.2640476,11.7936705,4.0159329,4.0159329,11.942571,4.0159329,4.0159329
Jun-33,18.4641528,11.4806908,10.9145798,11.4049778,19.2959149,9.1232321,3.6894055,12.4336936,16.0464224,6.7957548,11.4220578,11.3876845,9.0030063,20.3661297,13.8003936,12.4621596,18.9435813,18.4436805,10.1498519,12.6360216,10.0595681,9.7167113,11.5800228,23.3701939,13.9892075,16.0407286,13.2687274,13.4374928,13.5102922,18.7542424,12.4837621,7.9788471,11.4380813,9.1511747,8.7769276,14.3803906,17.4136596,3.6894055,10.6979845,12.3679993,9.0516942,3.6894055,15.6927432,12.1237282,10.6866823
Jun-34,20.0220354,11.832771,12.0601144,15.4015235,25.0695587,9.2327765,8.1093725,11.400305,13.5703323,3.5900908,10.2144053,10.0800762,13.0147522,12.5633362,15.7798804,10.9178443,16.2697345,23.577252,13.7972136,10.9988886,9.0276162,12.170821,10.4137748,15.4904135,17.9786818,15.3459464,22.1635511,11.6567221,20.5758178,19.8935397,12.5052247,12.147752,11.2517435,9.5124267,11.9345179,15.8688547,23.5786621,11.309392,13.8602291,14.7503546,9.7126139,10.6837475,16.325546,11.2643831,8.5898103
Jun-35,12.6826987,9.3160632,9.928615,12.2072067,19.3778789,3.7836883,9.9322562,11.1812293,12.6768489,3.7836883,13.2545001,10.5506213,12.0623077,3.7836883,17.4776781,13.2459247,19.0259792,12.8725239,10.6747402,3.7836883,7.3801641,11.7855394,11.6066751,15.9548628,17.3123545,12.4659232,11.6585474,11.571681,15.951232,17.2080537,11.4051526,9.9291439,9.9789842,3.7836883,3.7836883,15.7875863,14.4693627,3.7836883,12.6042553,14.2307769,11.4431284,7.3421296,17.049579,14.5919918,8.8099792
Jun-36,12.5006782,9.5049613,6.4599224,11.1659652,13.2669385,9.6487354,8.8870842,10.959934,12.6888448,3.7957917,10.0248712,7.3831545,11.789045,8.0022421,12.6885862,9.8567705,14.3467893,12.1562704,8.1406266,11.3152928,6.841453,11.674661,11.5298215,15.2853739,11.3394504,14.4768135,10.2947369,10.3758239,15.3631588,14.6450788,11.5838154,3.7957917,8.7305946,11.7206073,3.7957917,11.6055698,17.2161113,10.8136698,12.3505556,12.1330538,9.341567,8.341405,12.4372753,14.203261,8.8678176
Jun-37,16.2185998,11.1171728,11.1236027,10.9602416,23.8284801,8.9926301,9.7880922,10.9447139,14.7590988,3.7960304,11.5191441,8.3010993,11.9505863,3.7960304,12.2543276,13.0602428,22.3490853,29.5413469,9.3875439,8.6613745,7.6408066,3.7960304,12.0298473,16.4778263,16.9614831,14.1057482,18.8371903,10.617666,14.3141806,17.280536,12.8838973,8.8904629,11.4720419,3.7960304,3.7960304,13.9311995,24.2724498,3.7960304,10.9826802,12.0605915,9.0605922,3.7960304,14.6305092,11.9161434,10.1274396
Jun-38,16.3238765,12.0444034,10.4532985,11.9156219,27.0713778,3.6129833,8.9709352,10.5277183,13.7882649,3.6129833,10.3325256,10.9062806,9.9801126,7.2816713,14.0138829,11.6917258,18.4968762,18.8615399,9.1589132,10.2991506,7.7189683,11.5825809,14.385167,17.8554315,15.0053053,16.5446118,14.3254285,11.460194,15.8016646,17.5240858,10.9291944,8.2253227,10.7869183,10.7096964,3.6129833,14.9147763,18.5305402,3.6129833,9.637625,11.8676169,8.6845788,3.6129833,13.9633369,14.55201,9.8136301
Jun-39,27.1090148,4.0471792,12.326878,10.5168192,37.031442,4.0471792,9.1860985,10.868186,14.9273174,4.0471792,4.0471792,4.0471792,10.0518243,11.0560856,18.7482216,12.0747006,18.4840889,27.3906572,6.0439276,4.0471792,9.7873891,13.3092372,12.1781661,14.2025837,18.0497617,12.7618954,26.260278,16.3994383,15.2134686,20.2856459,12.9155051,4.0471792,11.3108747,4.0471792,11.1611722,9.5427766,24.6136756,12.5969633,10.5161557,4.0471792,4.0471792,4.0471792,10.9175631,11.2734932,7.8069303
Jun-40,27.1088522,11.104921,8.7103293,7.7415131,38.1729687,4.0647305,6.9886807,10.906003,12.2610653,4.0647305,8.1459559,4.0647305,12.2741657,10.4102108,21.5579847,9.9938644,15.3645004,12.9875615,7.0312915,4.0647305,9.871652,4.0647305,10.0261293,15.108522,13.2549215,11.9258682,4.0647305,15.4090421,15.2365545,16.4798091,12.2888849,4.0647305,10.2524083,4.0647305,14.7983427,10.9664726,17.3980243,4.0647305,15.0178292,11.7563955,4.0647305,4.0647305,11.491202,14.667561,7.6210241
Jun-41,14.2183566,9.3434261,8.6754768,10.8474888,15.717993,3.9035843,3.9035843,10.1774307,7.9259665,3.9035843,11.6939093,10.0017095,3.9035843,3.9035843,15.2468242,10.5765548,12.5985704,13.2729628,8.556034,8.1899448,3.9035843,3.9035843,12.7116371,14.7611791,16.1956555,12.0547408,12.2078043,12.9151038,14.9888185,17.8187694,10.7816769,3.9035843,10.6899514,9.2047331,3.9035843,11.0205804,20.4647854,11.0981723,11.5418833,10.7309575,7.1614834,9.8077595,13.2133069,21.55419,3.9035843
