,Etv5,Ddit4,Nefl,Nanog,Ifitm1,Sox2,Sall4,Tcf7,Slc7a3,Otx2,Cldn4,Pim1,Pou5f1,Col18a1,Sgce,Tdgf1,Dnmt3b,Sparc,Tfb1m,Id3,Stat3,Nodal,Esrrb,Pim2,1190005I06Rik,Tdh,1700019D03Rik,Schip1,Galk1,Mycn,Fxyd6,Gbx2,Tspan17,Spry4,Ifitm3,Slc7a7,Upp1,Cds1,Nptx2,Sdc4,Fgfbp1,Klf6,Slc2a3,Nr5a2
cell_2053,0.0,0.0,0.6254996,0.6254996,0.6254996,0.0,0.0,0.0,0.0,0.6254996,0.0,0.6254996,0.0,0.6254996,0.0,0.6254996,1.4988903,2.1773186,0.0,0.6254996,0.6254996,1.0073589,1.0073589,0.0,0.0,0.0,0.0,0.0,0.6254996,0.0,1.8269782,0.0,0.0,0.0,0.6254996,1.0073589,0.6254996,0.6254996,0.6254996,0.6254996,0.0,1.2830259,2.2712798,1.0073589
cell_2054,0.0,0.0,0.0,0.0,0.6570081,0.0,0.0,0.0,0.6570081,0.0,0.6570081,0.6570081,1.0501307,0.6570081,0.6570081,0.6570081,0.0,2.3311844,0.0,0.6570081,0.0,1.0501307,1.0501307,0.0,0.0,0.6570081,0.0,1.331584,0.6570081,0.6570081,2.1320457,0.0,0.0,0.0,1.331584,0.6570081,1.0501307,0.6570081,0.0,0.6570081,1.0501307,1.0501307,2.7640648,0.0
cell_2055,1.211781,2.0891922,1.211781,0.0,1.211781,0.0,0.0,0.0,1.211781,1.211781,1.7437809,0.0,0.0,1.211781,0.0,0.0,0.0,1.211781,0.0,0.0,0.0,0.0,0.0,0.0,1.211781,1.211781,0.0,1.211781,1.211781,0.0,1.211781,0.0,2.8631282,0.0,0.0,0.0,0.0,3.3780499,1.211781,0.0,0.0,0.0,0.0,0.0
cell_2056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0137862,0.0,1.0137862,1.0137862,0.0,0.0,0.0,3.0943186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0137862,0.0,1.8354651,1.5067477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0137862,1.0137862
cell_2057,1.1141566,0.0,0.704828,0.0,1.1141566,0.704828,0.0,0.0,0.0,0.704828,2.4190328,0.704828,0.0,0.0,0.0,0.0,1.1141566,2.5062184,0.0,1.1141566,0.704828,0.704828,0.0,0.704828,0.0,0.0,0.0,0.0,0.0,0.0,1.4037648,0.0,0.0,0.704828,0.704828,0.704828,0.704828,0.704828,0.0,1.1141566,0.704828,1.1141566,0.704828,0.0
cell_2058,0.3420071,0.0,0.79899746,0.3420071,0.0,0.0,0.5963833,0.0,1.2373946,0.0,0.9673948,0.0,0.3420071,0.79899746,0.0,0.0,0.79899746,2.5191123,0.0,0.3420071,0.0,0.5963833,0.3420071,0.5963833,0.0,0.0,0.0,0.3420071,0.79899746,0.5963833,2.2143445,0.5963833,0.0,0.79899746,0.0,1.1114796,0.0,0.3420071,0.0,0.3420071,0.0,1.4497766,1.3492132,0.9673948
cell_2059,0.0,0.0,0.0,0.0,0.0,1.0284842,1.8548079,0.0,1.0284842,0.0,0.0,0.0,1.0284842,0.0,0.0,0.0,0.0,1.0284842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0284842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0284842,0.0,1.0284842,0.0,0.0,0.0,0.0,0.0,0.0
cell_2060,0.19604605,0.50062305,0.19604605,0.50062305,0.62397486,0.3598859,0.9227023,0.62397486,0.62397486,0.19604605,0.83269066,0.7337682,0.50062305,0.50062305,0.3598859,0.19604605,0.62397486,2.3541949,0.0,1.0815496,0.7337682,0.50062305,0.3598859,0.3598859,0.0,0.62397486,0.50062305,0.3598859,0.62397486,0.7337682,2.1744092,0.50062305,0.3598859,0.50062305,0.19604605,0.19604605,0.3598859,0.19604605,0.19604605,0.3598859,0.19604605,1.2185891,2.6072578,0.7337682
cell_2061,0.7167461,0.29955116,0.7167461,0.29955116,0.29955116,1.0102419,0.29955116,0.5297491,1.0102419,0.7167461,1.1299554,0.5297491,0.87422305,0.87422305,0.7167461,0.5297491,1.0102419,2.4994748,0.0,0.29955116,0.7167461,0.29955116,0.29955116,0.0,0.29955116,0.29955116,0.5297491,0.0,0.5297491,0.0,1.5772831,0.29955116,0.29955116,0.7167461,0.29955116,0.7167461,0.5297491,0.7167461,0.0,0.29955116,0.0,1.2368575,2.0775723,0.29955116
cell_2062,0.0,0.0,0.0,0.0,0.0,0.77625865,0.77625865,0.77625865,0.0,0.0,0.0,0.0,1.2079604,0.77625865,0.0,0.0,0.77625865,1.5085071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77625865,0.0,0.0,0.77625865,2.447545,0.0,0.77625865,0.0,0.0,1.2079604,0.0,0.0,0.0,1.2079604,0.0,0.0,2.0844235,0.77625865
cell_2063,0.0,0.0,0.0,0.0,0.99844325,2.0613048,0.0,0.0,0.0,1.4879721,0.0,0.0,2.0613048,1.4879721,0.0,0.99844325,2.258661,1.272868,0.99844325,0.99844325,0.0,0.99844325,0.0,0.0,0.99844325,0.99844325,0.99844325,0.0,0.61897665,0.0,1.272868,0.0,0.0,0.61897665,0.0,1.4879721,1.8151765,0.0,0.0,0.0,0.0,1.272868,0.61897665,0.0
cell_2064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3891935,0.0,0.0,1.3891935,0.0,0.0,0.0,0.0,0.0,1.3891935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3891935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3891935,0.0,0.0,0.0,1.3891935
cell_2065,0.0,0.39984974,0.39984974,0.68471223,0.0,0.0,0.68471223,0.0,0.68471223,0.0,0.39984974,0.0,0.39984974,0.39984974,0.68471223,0.39984974,0.39984974,2.2361472,0.0,0.0,0.0,0.39984974,0.0,0.0,0.0,0.68471223,0.0,0.0,0.39984974,0.90616024,1.5959077,0.0,0.39984974,0.0,0.0,0.39984974,0.0,0.39984974,0.39984974,0.68471223,0.0,1.3736151,2.5493212,0.68471223
cell_2066,0.2789032,0.2789032,0.0,0.0,0.2789032,0.0,0.9587359,0.2789032,0.2789032,0.4967422,1.2735274,0.4967422,0.0,0.2789032,0.4967422,0.0,0.0,2.1280682,0.0,0.0,0.2789032,0.2789032,0.4967422,0.2789032,0.0,0.0,0.0,0.0,0.4967422,0.0,2.303287,0.2789032,0.0,0.2789032,0.2789032,0.2789032,0.2789032,0.2789032,0.0,1.3597231,0.4967422,0.9587359,1.3597231,0.0
cell_2067,0.7372052,0.0,0.0,0.0,0.0,0.0,1.4516742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3805432,0.7372052,0.0,0.7372052,0.0,1.4516742,0.0,0.0,0.0,1.1569352,0.7372052,0.0,0.0,1.6790282,0.0,0.0,0.0,0.0,0.7372052,0.0,0.0,0.7372052,0.0,0.7372052,0.0,1.4516742,0.0
cell_2068,0.284229,0.284229,0.0,0.8393876,0.505295,0.284229,0.6862291,0.284229,0.284229,0.6862291,0.8393876,0.505295,0.6862291,0.284229,0.284229,0.284229,0.6862291,2.2562444,0.0,0.505295,0.0,0.284229,0.505295,0.505295,0.0,0.0,0.284229,0.8393876,0.284229,0.505295,1.1942741,0.0,0.0,0.284229,0.0,0.284229,0.284229,0.284229,0.0,0.505295,0.0,0.505295,2.1080556,0.6862291
cell_2069,0.0,0.0,0.0,0.96903247,0.0,0.0,0.0,0.5975701,0.0,0.5975701,1.6269798,0.0,0.5975701,1.2392695,0.0,0.5975701,0.5975701,2.3806899,0.5975701,0.5975701,0.5975701,0.0,0.0,0.0,0.5975701,0.0,0.0,0.0,0.96903247,0.0,2.2166967,0.0,0.96903247,0.0,0.0,0.5975701,0.5975701,0.0,0.0,0.5975701,0.5975701,1.2392695,1.4517981,0.96903247
cell_2070,0.0,0.0,0.47838002,0.0,0.0,0.0,0.8006181,0.0,0.0,0.47838002,0.47838002,0.0,0.0,0.47838002,0.0,0.0,1.0439363,0.47838002,0.47838002,0.47838002,0.0,0.0,0.47838002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47838002,0.0,0.0,0.0,0.0,0.47838002,0.0,0.0,0.0,0.47838002,0.0,0.8006181,0.8006181,0.0
cell_2071,0.0,1.2118793,0.0,0.0,0.0,0.0,1.2118793,0.0,0.0,0.0,1.7438964,0.0,0.0,0.0,0.0,0.0,1.7438964,1.7438964,0.0,0.0,0.0,0.0,1.2118793,0.0,0.0,0.0,0.0,0.0,1.2118793,1.2118793,0.0,0.0,0.0,0.0,1.2118793,0.0,0.0,0.0,0.0,0.0,1.2118793,1.2118793,0.0,0.0
cell_2072,0.0,0.0,0.0,0.0,0.79772174,0.0,0.79772174,0.0,1.5393221,0.79772174,0.79772174,0.0,0.0,0.79772174,0.79772174,0.0,1.2357484,1.5393221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79772174,2.119006,0.0,0.0,0.79772174,0.0,0.0,0.0,0.0,0.0,0.79772174,0.79772174,0.0,1.7718807,0.79772174
cell_2073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89919627,1.3648802,0.0,1.6813643,0.0,0.0,0.0,1.3648802,0.0,0.0,0.89919627,0.0,1.6813643,0.89919627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9213991,0.0,0.0,0.0,0.0,0.89919627,0.89919627,0.0,0.0,0.89919627,0.0,1.3648802,2.7457485,0.0
cell_2074,0.0,1.1830866,0.3735526,0.3735526,1.0337352,0.85809404,0.6448882,0.3735526,0.6448882,0.3735526,0.85809404,0.3735526,0.3735526,0.0,0.85809404,0.3735526,0.6448882,2.615996,0.6448882,0.0,0.6448882,0.3735526,0.3735526,0.0,0.0,0.0,0.0,0.0,0.0,0.3735526,1.7887143,0.0,0.6448882,0.3735526,0.0,0.3735526,0.0,0.0,0.3735526,0.6448882,0.0,0.3735526,1.1830866,0.3735526
cell_2075,0.42203376,0.42203376,0.0,0.42203376,0.0,0.7178983,0.0,0.0,0.7178983,0.0,1.8326775,0.7178983,0.0,0.42203376,0.42203376,0.42203376,0.0,2.1223621,0.0,0.0,0.42203376,0.42203376,1.1314795,0.42203376,0.42203376,0.0,0.42203376,0.42203376,0.42203376,0.0,1.1314795,0.0,0.9459194,0.7178983,0.0,0.42203376,0.0,0.42203376,0.7178983,0.9459194,0.42203376,1.8326775,1.1314795,0.0
cell_2076,0.4421013,0.98129916,2.0375357,0.4421013,0.98129916,0.4421013,0.0,0.0,0.4421013,0.0,0.98129916,0.0,0.4421013,0.4421013,0.4421013,0.0,0.98129916,2.9033523,0.98129916,1.3296888,0.4421013,0.4421013,0.0,0.4421013,0.4421013,0.4421013,0.4421013,0.0,0.0,0.74761015,2.2342634,0.0,0.0,0.4421013,0.0,0.74761015,0.0,0.4421013,0.98129916,0.98129916,0.4421013,0.4421013,0.74761015,0.0
cell_2077,0.0,0.6017131,0.34544718,0.6017131,0.34544718,0.6017131,0.34544718,0.0,0.34544718,0.0,1.357985,0.0,0.6017131,0.974743,0.0,0.0,0.0,1.5504506,0.6017131,0.34544718,0.8055221,0.0,0.34544718,0.974743,0.0,0.0,0.34544718,0.0,0.974743,0.0,1.2458042,0.34544718,0.0,0.34544718,1.5504506,0.34544718,0.34544718,0.0,0.34544718,0.6017131,0.0,0.6017131,1.357985,0.6017131
cell_2078,0.89142144,0.0,0.0,0.0,1.3551099,0.0,0.0,0.0,0.89142144,0.0,1.9101903,0.0,0.0,0.0,0.89142144,0.0,1.3551099,1.9101903,0.0,0.89142144,0.0,0.89142144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89142144,0.89142144,0.0,0.89142144,0.0,0.89142144,0.0,0.0,0.0,1.9101903,0.89142144,0.0,1.3551099,0.0
cell_2079,0.26655272,0.26655272,0.65043235,0.26655272,0.26655272,0.0,0.0,0.0,0.65043235,0.26655272,0.7983292,0.47680098,0.7983292,0.9271444,0.65043235,0.47680098,0.65043235,2.6044445,0.0,1.4724767,0.7983292,0.26655272,0.0,0.26655272,0.0,0.0,0.47680098,0.26655272,0.26655272,0.26655272,1.772798,0.0,0.47680098,0.47680098,0.0,0.65043235,0.26655272,0.26655272,0.0,0.26655272,0.0,0.7983292,0.9271444,0.26655272
cell_2080,0.9243753,0.9243753,0.0,0.9243753,1.1075912,0.0,0.0,0.0,0.0,0.6998889,0.9243753,0.0,0.0,0.9243753,0.6998889,0.0,1.1075912,2.6151385,0.0,1.2623801,0.6998889,0.0,0.0,0.40996462,0.0,0.0,0.0,0.6998889,0.0,0.0,1.7157564,0.40996462,0.40996462,0.6998889,0.0,0.6998889,0.0,0.40996462,0.40996462,1.1075912,0.0,1.2623801,2.6151385,0.0
cell_2081,0.0,0.772185,0.57454777,0.57454777,0.9371336,0.0,1.5026256,0.32798165,0.32798165,0.57454777,1.2026663,0.0,0.57454777,0.57454777,0.0,0.32798165,0.772185,2.706308,0.0,1.6619922,1.3129559,0.57454777,0.0,0.772185,0.32798165,0.0,0.772185,0.32798165,0.32798165,0.32798165,1.5854802,0.32798165,0.32798165,0.57454777,0.57454777,0.57454777,0.772185,0.0,0.0,0.0,0.0,0.9371336,1.5854802,0.32798165
cell_2082,0.0,0.85834175,0.37368664,0.0,0.64509255,0.37368664,1.428293,0.37368664,1.0340122,0.37368664,1.0340122,0.37368664,0.64509255,1.7890724,0.0,0.0,1.0340122,2.1101294,0.0,1.0340122,0.85834175,0.0,0.64509255,0.37368664,0.85834175,0.0,0.0,0.0,0.0,0.37368664,1.7103356,0.37368664,0.37368664,1.0340122,0.0,0.37368664,0.37368664,0.0,0.0,0.85834175,0.0,0.0,3.4011052,0.0
cell_2083,0.0,0.0,0.0,0.5960032,0.0,0.0,1.1109118,0.341762,0.341762,0.341762,0.341762,0.341762,0.0,0.5960032,0.0,0.0,0.5960032,3.0031543,0.0,0.341762,0.341762,0.341762,0.0,0.0,0.341762,0.0,0.5960032,0.341762,0.0,0.5960032,1.9026976,0.0,0.341762,0.0,0.341762,0.7985319,0.0,0.341762,0.7985319,0.341762,0.7985319,1.2367939,1.2367939,0.341762
cell_2084,0.0,0.0,0.0,0.0,1.7950299,0.0,0.0,0.0,0.0,0.0,1.2555668,0.0,0.0,0.0,0.0,0.0,0.0,1.2555668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7950299,0.0,0.0,0.0,0.0,1.2555668,0.0,0.0,0.0,0.0,0.0,0.0,1.2555668,1.7950299
cell_2085,0.8287315,0.49786544,0.49786544,0.8287315,1.5833473,0.0,0.49786544,0.0,0.8287315,0.0,1.5833473,0.8287315,0.0,0.49786544,0.8287315,0.0,0.49786544,2.5347838,0.0,1.8183439,0.0,0.0,0.8287315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9179296,0.0,0.0,0.49786544,1.0769178,0.0,0.8287315,0.0,0.0,1.2755927,0.49786544,1.5833473,2.1681926,0.0
cell_2086,0.5423799,0.5423799,0.0,0.5423799,0.8920765,0.0,0.5423799,0.5423799,0.0,0.5423799,1.5261604,0.0,0.0,0.0,0.0,0.0,0.0,1.6715813,0.0,1.1506629,0.0,0.5423799,0.5423799,0.0,0.0,0.0,0.0,0.0,0.5423799,0.0,1.798515,0.0,0.5423799,0.5423799,0.8920765,1.1506629,0.0,0.0,0.0,0.8920765,0.0,0.8920765,1.1506629,0.0
cell_2087,0.0,0.7179036,0.3001369,0.0,0.3001369,0.0,1.2384627,0.3001369,0.0,0.5306795,0.5306795,0.3001369,0.0,0.5306795,0.5306795,0.3001369,0.8755414,2.3126476,0.3001369,0.3001369,0.5306795,0.5306795,0.5306795,0.0,0.5306795,0.0,0.3001369,0.0,0.0,0.3001369,2.2408211,0.0,0.0,0.3001369,0.3001369,0.5306795,0.0,0.3001369,0.5306795,0.5306795,0.3001369,0.5306795,1.5790776,0.5306795
cell_2088,0.5550148,0.0,0.0,0.5550148,0.5550148,0.0,0.9098434,0.5550148,0.0,0.0,1.3782287,0.0,0.0,0.5550148,1.1712121,0.5550148,0.5550148,2.2150245,0.5550148,0.0,0.5550148,0.5550148,0.5550148,0.5550148,0.0,0.5550148,0.0,0.5550148,0.0,0.5550148,2.4325192,1.1712121,0.0,0.0,0.0,0.5550148,0.0,0.0,1.1712121,0.0,0.0,0.5550148,0.9098434,0.0
cell_2089,0.3993889,0.0,0.0,0.3993889,0.68401897,0.0,1.0864227,0.90532684,0.0,0.68401897,1.5947925,0.0,0.3993889,0.0,0.3993889,0.68401897,0.3993889,2.381236,0.0,0.90532684,0.90532684,0.0,0.68401897,0.68401897,0.0,0.90532684,0.3993889,0.3993889,0.0,0.3993889,1.3725706,0.3993889,0.3993889,0.68401897,0.3993889,0.3993889,0.0,0.0,0.0,0.3993889,0.0,0.90532684,1.4898417,0.0
cell_2090,0.62608767,1.1555274,0.36126208,0.0,0.62608767,0.0,1.4998722,0.36126208,0.36126208,0.36126208,0.8352623,0.36126208,0.62608767,0.36126208,1.1555274,0.62608767,1.0081615,2.578997,0.0,0.8352623,0.0,0.62608767,0.62608767,0.62608767,0.0,0.36126208,0.0,0.62608767,0.0,0.36126208,2.316284,0.0,0.0,0.0,0.62608767,0.8352623,0.0,0.0,0.0,0.8352623,0.8352623,1.2839397,1.828039,0.0
cell_2091,0.0,1.0177859,1.0177859,0.0,1.0177859,0.0,0.0,0.0,0.0,0.0,1.0177859,1.0177859,1.0177859,1.0177859,0.0,1.0177859,1.0177859,1.0177859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0177859,1.0177859,0.0,0.0,0.0,1.0177859,0.0,0.0,0.0,0.0,1.0177859,0.0,1.0177859,0.0,0.0,1.0177859,1.0177859,1.0177859,0.0
cell_2092,0.7027613,0.92781657,0.7027613,0.41188478,1.7204325,0.0,0.0,0.41188478,0.41188478,0.0,0.41188478,0.41188478,0.7027613,0.0,0.7027613,0.41188478,1.400681,2.3198245,0.0,0.0,0.7027613,0.0,0.41188478,0.0,0.0,0.7027613,0.0,0.41188478,0.0,0.0,1.7204325,0.0,0.41188478,0.41188478,0.0,1.1114107,0.0,0.0,0.0,0.0,0.41188478,0.7027613,1.6247765,0.0
cell_2093,0.0,0.38171047,0.0,0.38171047,0.65730023,0.38171047,0.38171047,0.0,0.38171047,0.65730023,0.38171047,0.0,1.050525,0.38171047,0.38171047,0.38171047,1.2011508,4.476374,0.38171047,0.65730023,1.050525,0.38171047,0.65730023,0.0,0.0,0.65730023,0.0,0.0,1.8836479,0.65730023,0.0,0.0,0.0,0.0,0.38171047,0.38171047,2.0759127,0.0,0.65730023,0.38171047,0.0,0.87311757,1.2011508,0.0
cell_2094,0.0,0.45840043,0.25523978,0.0,0.0,0.0,0.6271747,0.25523978,0.25523978,0.25523978,1.009645,0.45840043,0.45840043,0.89766043,0.25523978,0.45840043,1.2856283,2.2745078,0.0,0.25523978,1.009645,0.0,0.77153516,0.25523978,0.0,0.25523978,0.25523978,0.25523978,0.0,0.45840043,2.5811546,0.45840043,0.25523978,0.25523978,0.25523978,0.25523978,0.25523978,0.45840043,0.45840043,1.009645,0.25523978,0.0,1.9191879,0.25523978
cell_2095,0.5966768,0.96779996,0.0,0.0,0.0,0.0,0.5966768,0.5966768,0.96779996,0.0,1.6253837,0.5966768,1.2378584,0.5966768,0.0,0.0,1.4502767,2.2149265,0.5966768,1.4502767,0.0,0.96779996,1.2378584,0.96779996,0.0,1.2378584,0.0,0.5966768,0.0,0.0,1.2378584,0.0,0.0,0.0,1.2378584,0.0,0.5966768,0.5966768,0.0,0.0,0.0,0.96779996,1.2378584,0.0
cell_2096,0.55179054,0.31348112,0.0,0.0,0.0,0.31348112,0.0,0.31348112,0.31348112,0.0,0.55179054,0.0,0.55179054,0.31348112,0.31348112,0.0,0.55179054,4.04885,0.31348112,0.55179054,0.7440964,0.0,0.31348112,0.31348112,0.0,0.0,0.0,0.7440964,0.9053182,0.31348112,1.4617767,0.31348112,0.55179054,0.55179054,0.31348112,0.55179054,1.817186,0.7440964,0.0,0.55179054,0.31348112,0.7440964,2.6825714,0.55179054
cell_2097,0.42542872,0.7229451,0.0,0.0,1.1381488,0.0,0.0,0.0,0.0,0.0,0.9519431,0.42542872,0.0,0.42542872,0.42542872,0.9519431,0.42542872,2.3555982,0.7229451,0.0,0.42542872,0.0,0.0,0.42542872,0.0,0.42542872,0.7229451,0.42542872,0.0,0.0,1.1381488,0.0,0.0,0.9519431,0.0,0.42542872,0.42542872,0.42542872,0.42542872,0.7229451,0.42542872,0.9519431,0.9519431,0.42542872
cell_2098,0.0,1.1187873,0.0,1.1187873,0.0,0.0,1.1187873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6335995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6335995,0.0,1.9717754,0.0,0.0,1.1187873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cell_2099,0.48621622,0.2723723,0.0,0.2723723,0.8119533,0.48621622,0.8119533,0.2723723,0.9421062,0.2723723,0.9421062,0.0,0.9421062,0.2723723,0.0,0.2723723,1.0572536,2.5324106,0.2723723,0.2723723,0.48621622,0.2723723,0.48621622,0.2723723,0.2723723,0.0,0.0,0.2723723,0.2723723,0.48621622,1.5595982,0.2723723,0.48621622,0.48621622,0.2723723,0.2723723,0.0,0.2723723,0.2723723,0.9421062,0.0,1.2540781,1.2540781,0.0
cell_2100,1.1015079,1.1015079,0.0,0.0,0.69531965,0.69531965,0.0,0.0,0.0,0.0,1.6129116,0.69531965,0.69531965,1.1015079,0.69531965,0.0,0.69531965,2.8944714,0.0,0.69531965,0.0,0.0,0.69531965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.306492,0.0,0.69531965,0.69531965,0.69531965,0.0,0.0,0.69531965,0.0,0.0,0.0,1.6129116,0.69531965,0.0
cell_2101,0.0,0.9346892,0.0,0.0,0.0,0.57279205,0.9346892,0.0,0.0,0.9346892,0.9346892,0.57279205,0.0,1.4092401,0.57279205,0.57279205,0.9346892,2.9329977,0.0,1.1998543,0.0,0.0,0.0,0.57279205,0.0,0.0,0.0,0.9346892,0.9346892,0.57279205,1.5822835,0.9346892,0.57279205,0.9346892,0.57279205,0.0,0.0,0.0,0.0,0.0,0.57279205,1.5822835,1.5822835,1.1998543
cell_2102,0.650532,0.3772577,0.0,0.3772577,1.0413787,0.3772577,0.3772577,0.0,0.0,0.0,0.86493015,0.3772577,0.86493015,0.0,0.3772577,0.3772577,0.650532,2.6269734,0.86493015,1.4369781,0.650532,1.0413787,0.0,0.650532,0.3772577,0.0,0.3772577,0.0,0.0,0.0,1.7985829,0.3772577,0.0,0.0,0.3772577,0.3772577,0.0,0.3772577,0.0,1.1913131,0.0,1.1913131,1.5403538,0.3772577
cell_2103,0.0,0.0,0.0,0.6090082,0.9847767,0.6090082,1.4711932,0.0,0.0,0.0,1.6473182,0.0,0.0,1.2572731,0.6090082,0.0,0.0,1.6473182,0.0,0.6090082,0.0,0.9847767,0.0,0.6090082,0.0,0.0,0.0,0.6090082,0.0,0.0,2.1456344,0.0,0.6090082,0.0,0.0,0.6090082,0.6090082,0.0,0.0,0.6090082,0.6090082,1.4711932,2.2392266,0.0
cell_2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7378004,2.5425513,0.0,0.0,0.0,0.0,1.2066928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2066928,0.0,0.0,0.0,1.2066928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0828404,0.0
cell_2105,0.7204768,0.0,0.0,0.0,0.0,0.7204768,0.0,0.0,0.0,0.0,0.7204768,1.1348883,0.0,0.0,0.0,0.0,0.7204768,2.126789,0.7204768,0.7204768,0.7204768,0.7204768,0.7204768,0.0,0.0,0.0,0.7204768,0.0,0.0,0.0,1.6528138,0.7204768,0.0,0.7204768,0.0,0.0,0.0,0.0,0.0,0.0,0.7204768,1.1348883,1.8369025,0.7204768
cell_2106,0.0,0.0,0.0,0.7540055,0.446446,0.0,0.446446,0.0,0.7540055,0.0,0.7540055,0.98888856,0.98888856,0.0,0.7540055,0.446446,0.7540055,2.8188133,0.0,1.5972111,0.446446,0.0,0.446446,0.0,0.446446,0.0,0.446446,0.7540055,0.98888856,0.7540055,1.476247,0.0,0.446446,0.7540055,0.446446,0.0,0.0,0.446446,0.0,0.98888856,0.446446,0.98888856,1.7051092,0.446446
cell_2107,0.827791,0.35726836,0.0,0.827791,0.827791,0.619952,0.99977773,0.35726836,0.35726836,0.0,0.827791,0.619952,1.1464804,0.619952,0.0,0.0,0.35726836,2.5332463,0.35726836,0.619952,0.0,0.0,0.35726836,0.35726836,0.0,0.0,0.35726836,0.0,0.35726836,0.0,1.6666108,0.35726836,0.619952,0.35726836,0.0,0.35726836,0.0,0.619952,0.619952,0.35726836,0.0,1.2743893,0.619952,0.99977773
cell_2108,0.0,0.0,0.0,1.063868,1.063868,1.063868,1.063868,0.0,0.0,0.0,1.063868,1.063868,1.063868,0.0,0.0,0.0,0.0,2.3502114,0.0,1.5675976,0.0,0.0,0.0,0.0,0.0,1.063868,0.0,2.1506255,0.0,0.0,1.5675976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.063868,0.0,0.0,2.3502114,1.063868
cell_2109,0.8793467,0.0,0.0,0.0,0.3851094,0.6624561,0.0,0.3851094,0.3851094,0.0,0.0,0.0,1.4559196,0.6624561,1.2086246,0.3851094,1.0574778,2.5812883,1.0574778,2.0250976,0.3851094,0.6624561,0.6624561,0.0,0.0,0.3851094,0.0,0.3851094,0.0,0.3851094,1.5598695,0.0,0.0,0.0,0.6624561,0.8793467,0.0,0.0,0.3851094,0.8793467,0.0,0.6624561,1.8192978,0.6624561
cell_2110,0.4919925,0.0,0.0,0.0,0.0,0.0,0.0,0.4919925,0.0,0.0,0.0,0.0,0.0,0.4919925,0.4919925,0.0,1.429799,2.9990842,0.4919925,1.9051099,0.0,0.0,0.0,0.4919925,0.0,0.4919925,0.0,0.0,0.4919925,0.0,1.8057568,0.0,0.4919925,0.4919925,0.0,0.4919925,0.4919925,0.4919925,0.4919925,0.4919925,0.0,1.0670238,1.6954327,0.0
cell_2111,0.50794715,0.0,0.50794715,0.0,0.0,0.50794715,0.8431832,0.50794715,0.0,0.0,1.4607942,0.0,0.8431832,0.50794715,0.8431832,0.0,1.0938103,3.2638986,0.0,0.50794715,0.8431832,0.0,0.0,0.0,0.0,0.0,0.50794715,0.50794715,1.6036727,0.0,2.3913414,0.50794715,0.50794715,0.50794715,0.0,0.8431832,0.0,0.8431832,0.0,0.8431832,0.50794715,1.4607942,2.5056806,0.50794715
cell_2112,0.9763158,0.0,0.43925613,0.0,0.9763158,0.0,0.9763158,0.0,0.0,0.0,0.0,0.43925613,1.874188,0.43925613,0.43925613,2.6938713,1.7857369,1.6886965,0.0,1.1650897,0.9763158,0.43925613,0.0,0.9763158,0.743415,0.43925613,0.43925613,0.43925613,0.743415,0.743415,0.0,0.0,0.43925613,0.0,0.743415,0.0,0.0,0.43925613,0.0,0.743415,0.43925613,0.743415,1.3238239,0.0
